profile_gender,profile_age,work_country,work_province,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,profile_studies_level,profile_studies_level_state,profile_career,profile_university,profile_specialization_courses,profile_open_source_contributions,profile_programming_as_hobby,work_role,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,tools_IDEs,tools_work_pc_os,tools_cellphone_os,work_on_call_duty,salary_on_call_duty_charge,work_on_call_duty_charge_type,work_contract_type,salary_monthly_GROSS,salary_monthly_NET,salary_in_usd,salary_satisfaction,salary_comparison_last_semester,salary_has_bonus,salary_inflation_adjustment_2020,salary_percentage_inflation_adjustment_2020,salary_month_last_inflation_adjustment,work_has_violence_situations,profile_has_disabilities_hiring_difficulties,company_employee_number,company_main_activity,company_recommended,company_diversity_policies
Female,26,Argentina,Ciudad Autónoma de Buenos Aires,4.0,0.0,0.0,0,University,Ongoing,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,Yes,Developer,None,Java,"Hibernate, Spring",Oracle,SoapUI,Eclipse,Windows,Android,No,0.0,Percentage of my salary,Full-Time,85000.0,72000.0,,2,2,No,One,10.0,3,In my current job,No,2001-5000,Software based product,5,3
Male,35,Argentina,GBA,17.0,1.0,5.0,10,Terciary,Complete,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",No,Yes,SysAdmin / DevOps / SRE,"Amazon Web Services, Azure, Docker, Google Cloud Platform/App Engine, Kubernetes, Linux, Windows Server","Bash/Shell, Python, SQL",".NET Core, Node.js","Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, Microsoft SQL Server, MySQL, Redis",Selenium,"Notepad++, Vi",Windows,Android,No,0.0,Gross,Full-Time,290000.0,188000.0,,2,2,No,One,14.0,7,Never,,201-500,Services / Software Consulting / Digital,6,6
Female,32,Argentina,Ciudad Autónoma de Buenos Aires,9.0,9.0,4.0,0,University,Ongoing,Analista de Sistemas,ORT,"Yes, they were paid by myself",No,No,Developer,None,"CSS, HTML, Javascript","Angular, Bootstrap",Microsoft SQL Server,None,Visual Studio Code,Windows,Android,No,0.0,Percentage of my salary,Full-Time,50240.0,43505.0,,2,2,No,No,0.0,0,Never,No,51-100,Services / Software Consulting / Digital,6,8
Male,27,Argentina,Provincia de Buenos Aires,3.0,0.0,0.0,0,University,Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",No,Yes,Project Manager,"Linux, VMWare",Python,"Drupal, Hadoop","MariaDB, MySQL, Oracle",None,"Atom, IPython / Jupyter, Nano, Notepad++, PyCharm, Sublime Text, Vim",Windows,Android,No,0.0,Percentage of my salary,Full-Time,80000.0,66000.0,,3,3,Less than a salary,No,0.0,0,In a previous job,,501-1000,Services / Software Consulting / Digital,5,5
Female,29,Argentina,Ciudad Autónoma de Buenos Aires,7.0,7.0,4.0,0,University,Complete,Diseño Gráfico,UBA - Universidad de Buenos Aires,No,No,No,Designer,None,None,WordPress,None,None,None,Windows,Android,No,0.0,Percentage of my salary,Outsourced (work through a consultant or agency),65.0,65000.0,,3,2,No,No,0.0,0,Never,No,11-50,Other industries,4,3
Male,27,Argentina,Córdoba,4.0,3.0,4.0,0,University,Incomplete,Licenciatura en Ciencias dela Computación,UNC - Universidad Nacional de Córdoba,No,Yes,Yes,Developer,"Amazon Web Services, Docker, Linux","Go, Java, Python, SQL",Flask,"Apache Hive, MySQL, Teradata",None,Vim,macOS,Android,"Yes, passive",0.0,Percentage of my salary,Full-Time,150700.0,105500.0,,2,2,From one to three salaries,One,10.0,7,Never,No,10001+,Services / Software Consulting / Digital,5,7
Male,31,Argentina,GBA,10.0,0.0,0.0,0,Terciary,Incomplete,Tecnicatura Superior en Programación,ISFT,"Yes, they were paid by my employer",No,No,SysAdmin / DevOps / SRE,Windows Server,None,None,None,None,None,Windows,Android,No,0.0,Net,Full-Time,100000.0,80000.0,,3,2,No,One,15.0,7,In a previous job,Yes,11-50,Services / Software Consulting / Digital,8,8
Male,29,Argentina,Ciudad Autónoma de Buenos Aires,12.0,3.0,0.0,0,Doctorate,Ongoing,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,"Yes, they were paid by myself",No,No,Data Scientist / Data Engineer,Linux,"Python, R, SQL",TensorFlow,MySQL,None,None,GNU/Linux,Android,No,0.0,Gross,Freelance,195000.0,185.0,My salary is dollarized,4,4,No,No,0.0,0,Never,,2001-5000,Services / Software Consulting / Digital,10,10
Male,27,Argentina,Santa Fe,3.0,1.0,3.0,1,Terciary,Complete,Analista Universitario de Sistemas,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",No,No,Developer,None,".NET, CSS, HTML, Javascript, SQL",".NET Core, Angular, Flutter",Microsoft SQL Server,None,"Notepad++, Visual Studio, Visual Studio Code",Windows,Android,No,0.0,Percentage of my salary,Outsourced (work through a consultant or agency),85000.0,74000.0,,3,2,No,One,14.0,6,Never,,11-50,Software based product,9,7
Male,26,Argentina,Ciudad Autónoma de Buenos Aires,3.0,3.0,3.0,0,University,Incomplete,Ingeniería en Sistemas de Información,CAECE,"Yes, they were paid by myself, Yes, they were paid by my employer",No,Yes,Developer,"Amazon Web Services, Linux","CSS, HTML, Javascript, Ruby","Bootstrap, jQuery, Rails","MongoDB, MySQL",Selenium,Visual Studio Code,Windows,Android,No,0.0,Net,Full-Time,80000.0,65000.0,,3,3,No,One,23.0,6,Never,,1-10,Software based product,10,10
Male,27,Argentina,Ciudad Autónoma de Buenos Aires,6.0,2.0,6.0,0,University,Complete,Tecnicatura en Programación,UNLaM - Universidad Nacional de La Matanza,"Yes, they were paid by myself, Yes, they were paid by my employer",No,No,Developer,None,".NET, CSS, HTML, Javascript, SQL, TypeScript","Angular, Bootstrap, Node.js, React.js",Microsoft SQL Server,None,"Visual Studio, Visual Studio Code",Windows,Android,No,0.0,Percentage of my salary,Full-Time,145000.0,102000.0,My salary is dollarized,3,3,No,One,20.0,6,In a previous job,No,51-100,Services / Software Consulting / Digital,10,10
Male,52,Argentina,Ciudad Autónoma de Buenos Aires,23.0,1.0,13.0,0,University,Incomplete,Licenciatura en Ciencias Matematicas,UBA - Universidad de Buenos Aires,"Yes, they were paid by myself",No,No,DBA,"Amazon Web Services, Linux, Windows Server","Bash/Shell, SQL",None,"Amazon Redshift, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL",None,None,GNU/Linux,Android,"Yes, passive",0.0,Percentage of my salary,Full-Time,142000.0,106000.0,,3,2,No,One,6.0,5,In a previous job,,11-50,Software based product,8,9
Male,24,Argentina,Ciudad Autónoma de Buenos Aires,2.0,2.0,0.0,0,University,Ongoing,Ingeniería en Informática,UBA - Universidad de Buenos Aires,No,No,Yes,Developer,Linux,"Java, Kotlin, Python","Flask, Spark, Spring","MariaDB, MongoDB, MySQL",JUnit,IntelliJ,GNU/Linux,iOS,No,0.0,Net,Full-Time,130000.0,95600.0,,3,2,From one to three salaries,One,30.0,3,Never,,2001-5000,Software based product,8,10
Male,35,Argentina,Ciudad Autónoma de Buenos Aires,13.0,6.0,6.0,0,University,Complete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,Yes,Sales / Pre-Sales,"Amazon Web Services, Docker, Kubernetes, Linux","Java, Javascript",React.js,"Microsoft SQL Server, MySQL, Oracle, PostgreSQL","Postman, SoapUI","Eclipse, Visual Studio Code",macOS,Android,No,0.0,Net,Full-Time,220000.0,100000.0,,4,4,From one to three salaries,Three,30.0,6,Never,,201-500,Software based product,10,10
Male,35,Argentina,Córdoba,13.0,2.0,9.0,0,University,Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself, Yes, they were paid by my employer",No,Yes,DBA,"AIX, Linux, Windows Server","Bash/Shell, SQL",None,"Microsoft SQL Server, Oracle",None,None,Windows,Android,"Yes, passive",10.0,Percentage of my salary,Full-Time,90700.0,69000.0,,2,2,No,One,10.0,4,Never,,201-500,Services / Software Consulting / Digital,7,8
Male,22,Argentina,Ciudad Autónoma de Buenos Aires,1.0,1.0,1.0,0,University,Ongoing,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,No,No,Yes,Data Scientist / Data Engineer,"Linux, VMWare","Bash/Shell, Python, SQL","Hadoop, Spark","Apache Hive, Oracle, Teradata",None,"Notepad++, Visual Studio Code",Windows,Android,No,0.0,Percentage of my salary,Full-Time,51000.0,42000.0,,3,3,No,Two,10.0,5,Never,No,201-500,Services / Software Consulting / Digital,6,9
Male,61,Argentina,Ciudad Autónoma de Buenos Aires,35.0,5.0,5.0,0,University,Complete,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",No,No,SysAdmin / DevOps / SRE,"AIX, Linux, Solaris, VMWare, Windows Server",None,peoplesoft,"ElasticSearch, IBM Db2, Microsoft SQL Server, MySQL, Oracle, Sybase",None,"Notepad++, Vi",Windows,Android,"Yes, active",0.0,Percentage of my salary,Full-Time,85000.0,70000.0,,1,1,No,No,0.0,0,In a previous job,No,501-1000,Services / Software Consulting / Digital,5,7
Male,28,Argentina,Ciudad Autónoma de Buenos Aires,2.0,1.0,1.0,0,University,Ongoing,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,No,No,Yes,Developer,"Amazon Web Services, Docker, Linux","Javascript, Python","Django, jQuery, Vue.js",PostgreSQL,None,IntelliJ,GNU/Linux,Android,No,0.0,Percentage of my salary,Full-Time,96000.0,76000.0,,3,3,No,One,27.0,3,Never,,11-50,Software based product,8,7
Male,32,Argentina,Ciudad Autónoma de Buenos Aires,4.0,1.0,4.0,0,University,Complete,Ingeniería en Sistemas de Información,UNEFA - Venezuela,"Yes, they were paid by myself",No,No,QA / Tester,None,Python,Behave,MySQL,"Cucumber, Postman, Selenium, SoapUI","PyCharm, Sublime Text",macOS,Android,No,0.0,Gross,Full-Time,96500.0,74000.0,,3,2,Less than a salary,No,0.0,0,Never,No,11-50,Software based product,4,8
Male,27,Argentina,Santa Fe,4.0,0.0,0.0,2,University,Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",No,Yes,Developer,"Azure, Google Cloud Platform/App Engine, Serverless",".NET, C#, SQL, TypeScript",".NET Core, Angular, Bootstrap, WordPress","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, Oracle",NUnit,"Notepad++, Visual Studio, Visual Studio Code",Windows,Android,No,0.0,Percentage of my salary,Full-Time,135000.0,101000.0,,4,3,No,More than three,15.0,6,Never,No,201-500,Services / Software Consulting / Digital,8,9
Female,25,Argentina,Ciudad Autónoma de Buenos Aires,1.0,0.0,0.0,0,University,Incomplete,Contador Publico,UNC - Universidad Nacional de Córdoba,"Yes, they were paid by myself",No,Yes,Developer,None,Javascript,"Angular, Node.js",MongoDB,Mocha,Visual Studio Code,Windows,Android,No,0.0,Gross,Outsourced (work through a consultant or agency),80000.0,65000.0,,3,4,No,No,0.0,0,In a previous job,No,10001+,Software based product,6,4
Male,23,Argentina,Ciudad Autónoma de Buenos Aires,1.5,1.5,1.5,0,University,Ongoing,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,No,Developer,Windows Server,".NET, C#, Java, SQL",.NET Core,Oracle,"NUnit, TFS",Visual Studio,Windows,Android,No,0.0,Gross,Full-Time,90000.0,75000.0,,3,4,One salary,One,10.0,6,Never,,501-1000,Services / Software Consulting / Digital,5,5
Male,28,Argentina,Ciudad Autónoma de Buenos Aires,5.0,1.0,1.0,0,University,Complete,Ingeniería en Sistemas de Información,Tishreen University,No,No,Yes,Developer,"Docker, Heroku, Linux","CSS, HTML, Javascript, PHP, SQL, TypeScript","Bootstrap, Laravel, Node.js, React.js, Vue.js","MongoDB, MySQL, PostgreSQL, Redis",Jest,"NetBeans, Notepad++, Visual Studio",GNU/Linux,Android,No,0.0,Gross,Full-Time,130000.0,95000.0,My salary is dollarized,2,3,No,No,0.0,0,Never,,11-50,Services / Software Consulting / Digital,8,6
Male,27,Argentina,Corrientes,12.0,1.0,1.0,0,University,Ongoing,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",Yes,Yes,Developer,"Amazon Web Services, Docker, Linux",Javascript,"React.js, Next.js",None,Mocha,Visual Studio Code,GNU/Linux,Android,No,0.0,Percentage of my salary,Full-Time,72900.0,59960.0,My salary is dollarized,4,4,One salary,No,0.0,0,Never,,11-50,Software based product,10,10
Male,28,Argentina,Provincia de Buenos Aires,9.0,0.0,0.0,0,Secondary,Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself, Yes, they were paid by my employer",No,No,Infosec,"VMWare, Windows Server",None,None,None,None,None,Windows,Android,No,0.0,Percentage of my salary,Full-Time,83000.0,68600.0,,2,3,No,No,0.0,0,In a previous job,No,1-10,Other industries,7,5
Male,26,Argentina,Ciudad Autónoma de Buenos Aires,1.0,1.0,0.0,0,University,Complete,Licenciatura en Ciencias Fisicas,UBA - Universidad de Buenos Aires,No,No,Yes,Data Scientist / Data Engineer,Linux,"Python, SQL","Pandas, Numpy, sklearn, matplotlib",MySQL,None,IPython / Jupyter,GNU/Linux,Android,No,0.0,Percentage of my salary,Full-Time,82000.0,68000.0,,3,3,No,One,12.0,3,Never,,11-50,Services / Software Consulting / Digital,9,5
Male,33,Argentina,Ciudad Autónoma de Buenos Aires,9.0,0.0,9.0,0,University,Complete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself, Yes, they were paid by my employer",Yes,Yes,Developer,"Heroku, Serverless, Salesforce","Go, Javascript, Apex Salesforce",Node.js,PostgreSQL,"Postman, Visual Studio Coded UI","Sublime Text, Visual Studio Code",Windows,Android,No,0.0,Gross,Full-Time,130000.0,93.0,,3,2,No,One,13.0,7,Never,No,101-200,Software based product,9,10
Male,51,Argentina,Ciudad Autónoma de Buenos Aires,33.0,5.0,3.0,0,Postgraduate,Complete,Licenciatura en Informática,UCA - Universidad Católica Argentina,"Yes, they were paid by my employer",No,Yes,Project Manager,Pericias Tecnológicas ,".NET, C++, C#, Java",Hadoop,"Microsoft SQL Server, MySQL, Oracle",None,None,Windows,Android,No,0.0,Percentage of my salary,Full-Time,85000.0,75000.0,,1,1,No,One,10.0,1,Never,No,1001-2000,Other industries,3,8
Female,33,Argentina,Ciudad Autónoma de Buenos Aires,2.0,0.0,2.0,0,University,Complete,Diseño de imagen y sonido,UP - Universidad de Palermo,"Yes, they were paid by myself",Yes,Yes,Developer,"Amazon Web Services, Docker, Heroku","CSS, HTML, Javascript, TypeScript",Vue.js,MySQL,None,Visual Studio Code,macOS,iOS,"Yes, passive",10.0,Percentage of my salary,Full-Time,96800.0,80000.0,,3,2,Less than a salary,One,10.0,6,Never,,11-50,Software based product,8,6
Female,27,Argentina,Ciudad Autónoma de Buenos Aires,6.0,5.0,5.0,2,Terciary,Complete,Analista de Sistemas,,"Yes, they were paid by myself",No,Yes,Developer,"Amazon Web Services, Azure, IBM Cloud / Watson, Windows Server",".NET, C#, CSS, HTML, Javascript, SQL",".NET Core, Bootstrap, jQuery","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL",None,"Sublime Text, Visual Studio, Visual Studio Code",Windows,Android,No,0.0,Percentage of my salary,Full-Time,128000.0,93000.0,,3,3,From one to three salaries,Two,30.0,5,Never,,11-50,Software based product,9,7
Female,30,Argentina,Santa Fe,7.0,4.0,0.0,12,University,Complete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by my employer",No,No,Manager / Director,None,None,None,None,None,None,Windows,iOS,"Yes, passive",15400.0,Gross,Full-Time,180000.0,130000.0,,3,3,From one to three salaries,Two,35.0,7,In my current job,,101-200,Other industries,7,9
Male,49,Argentina,Ciudad Autónoma de Buenos Aires,11.0,0.0,0.0,0,University,Complete,Lic. en Sociologia,USAL - Universidad del Salvador,"Yes, they were paid by myself",No,No,Project Manager,Amazon Web Services,None,"Cordova, jQuery, Symfony, WordPress","Amazon Redshift, Google Cloud Storage, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",None,"Android Studio, Visual Studio",macOS,iOS,No,0.0,Percentage of my salary,Full-Time,140000.0,95000.0,,3,3,No,One,15.0,4,In a previous job,,201-500,Other industries,8,8
Male,28,Argentina,Córdoba,2.0,1.0,1.0,0,University,Ongoing,Comunicación Social,UNC - Universidad Nacional de Córdoba,No,No,Yes,Developer,Linux,"CSS, HTML, Javascript","React.js, Svelte2",None,Jest,Visual Studio Code,Windows,Android,"Yes, passive",1.0,Percentage of my salary,Full-Time,77682.0,64676.0,My salary is dollarized,2,2,No,No,0.0,0,Never,,501-1000,Services / Software Consulting / Digital,8,8
Male,29,Argentina,Ciudad Autónoma de Buenos Aires,8.0,3.0,3.0,0,University,Ongoing,Analista Programador Universitario,UAI - Universidad Abierta Interamericana,"Yes, they were paid by myself",No,No,HelpDesk,"Google Cloud Platform/App Engine, Windows Server",None,None,None,None,None,Windows,Android,No,0.0,Gross,Full-Time,81500.0,66000.0,,2,2,No,Two,15.0,6,In my current job,,101-200,Other industries,7,8
Male,28,Argentina,Ciudad Autónoma de Buenos Aires,9.0,1.0,5.0,0,University,Ongoing,Ingeniería en Informática,UBA - Universidad de Buenos Aires,"Yes, they were paid by my employer",No,No,Developer,"Docker, Firebase, Google Cloud Platform/App Engine, Linux","Java, Javascript, Python","Bootstrap, Django, jQuery, Node.js, Vue.js","Amazon RDS/Aurora, Microsoft SQL Server, MySQL",None,"Android Studio, PyCharm, Sublime Text",GNU/Linux,Android,No,0.0,Percentage of my salary,Part-Time,100000.0,80000.0,,3,3,No,Two,40.0,5,Never,No,11-50,Services / Software Consulting / Digital,7,5
Male,31,Argentina,Córdoba,5.0,1.0,5.0,0,University,Complete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",No,No,Business Analyst,Azure,SQL,.NET Core,Microsoft SQL Server,None,None,Windows,Android,No,0.0,Gross,Full-Time,85000.0,71214.0,,2,2,No,Two,100.0,7,In a previous job,,51-100,Services / Software Consulting / Digital,10,10
Male,24,Argentina,Ciudad Autónoma de Buenos Aires,3.0,2.0,2.0,0,Terciary,Complete,Tecnicatura Electrónica,UNLaM - Universidad Nacional de La Matanza,"Yes, they were paid by myself",No,Yes,Developer,Linux,"CSS, HTML, Java, Javascript","Bootstrap, Hibernate, jQuery, Spring",MySQL,JUnit,"Eclipse, Sublime Text, Vim",GNU/Linux,iOS,No,0.0,Percentage of my salary,Full-Time,43250.0,40000.0,,3,2,No,One,20.0,6,Never,No,501-1000,Other industries,8,10
Male,36,Argentina,Ciudad Autónoma de Buenos Aires,14.0,5.0,5.0,0,University,Ongoing,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,"Yes, they were paid by myself",No,Yes,Consultant,"AIX, Amazon Web Services, HP-UX, Linux, Windows Server",ABAP,SAP,"HANA, Microsoft SQL Server, Sybase",None,None,Windows,Android,"Yes, passive",0.0,Net,Full-Time,84000.0,68000.0,,2,1,No,One,10.0,2,In my current job,,11-50,Services / Software Consulting / Digital,6,10
Male,29,Argentina,Ciudad Autónoma de Buenos Aires,11.0,0.0,0.0,0,University,Complete,Ingeniería en Sistemas de Información,Santiago Mariño,"Yes, they were paid by myself, Yes, they were paid by my employer",No,No,Consultant,"Amazon Web Services, Azure, *BSD, Docker, Google Cloud Platform/App Engine, Linux, VMWare, Windows Server","HTML, Python, SQL","Django, WordPress","Google Cloud Storage, Microsoft SQL Server, MySQL, Oracle, PostgreSQL, SQLite",None,"IPython / Jupyter, Notepad++, PyCharm, Sublime Text, Visual Studio, Visual Studio Code",Windows,Android,No,0.0,Net,Full-Time,104000.0,77.0,,3,2,No,No,0.0,0,In a previous job,No,1001-2000,Other industries,8,10
Male,30,Argentina,Ciudad Autónoma de Buenos Aires,9.0,0.0,4.0,0,University,Complete,Licenciatura en Informática,UP - Universidad de Palermo,"Yes, they were paid by my employer",No,No,Developer,Windows Server,"C#, HTML, Javascript, SQL",".NET Core, jQuery, Node.js, React.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle",None,Visual Studio Code,Windows,Android,No,0.0,Percentage of my salary,Full-Time,120000.0,83000.0,,3,3,No,No,0.0,0,Never,No,5001-10000,Services / Software Consulting / Digital,8,8
Female,25,Argentina,Ciudad Autónoma de Buenos Aires,3.0,2.0,2.0,0,Secondary,Complete,,,"Yes, they were paid by myself",Yes,Yes,QA / Tester,"Docker, Linux",Python,None,None,Selenium,Visual Studio Code,macOS,iOS,No,0.0,Percentage of my salary,Full-Time,83000.0,67000.0,,3,3,No,One,17.0,6,Never,,201-500,Services / Software Consulting / Digital,8,6
Male,43,Argentina,Ciudad Autónoma de Buenos Aires,20.0,0.0,5.0,0,University,Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",No,No,SysAdmin / DevOps / SRE,"Linux, Serverless, Windows Server, AXIOM",Python,None,Oracle,None,None,Windows,Android,"Yes, passive",0.0,Gross,Full-Time,168000.0,118000.0,,2,3,From one to three salaries,No,0.0,0,In a previous job,,10001+,Other industries,6,9
Male,33,Argentina,Ciudad Autónoma de Buenos Aires,8.0,4.0,4.0,0,University,Incomplete,Licenciatura en Publicidad,UCES - Universidad de Ciencias Empresariales y Sociales,"Yes, they were paid by myself, Yes, they were paid by my employer",No,No,UX,None,"CSS, HTML, Javascript",React.js,None,None,"Visual Studio, Visual Studio Code",Windows,Android,No,0.0,Percentage of my salary,Full-Time,64000.0,53000.0,,1,1,Less than a salary,No,0.0,0,Never,,501-1000,Other industries,4,8
Male,36,Argentina,Ciudad Autónoma de Buenos Aires,10.0,1.0,10.0,0,Terciary,Incomplete,Tecnicatura Superior en Sistemas Informáticos,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,"Yes, they were paid by myself, Yes, they were paid by my employer",No,No,Networking,"Docker, Kubernetes",Python,None,None,None,"IPython / Jupyter, Notepad++",Windows,Android,"Yes, passive",10.0,Percentage of my salary,Full-Time,93000.0,85000.0,,3,3,One salary,One,7.0,3,In a previous job,No,1001-2000,Other industries,8,8
Male,32,Argentina,Chaco,8.0,2.0,7.0,0,Terciary,Complete,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,No,Yes,Yes,Developer,"Amazon Web Services, Docker, Firebase, Linux, Serverless",Python,Django,MySQL,Postman,Visual Studio Code,GNU/Linux,Android,No,0.0,Percentage of my salary,Remote (company from another country),145600.0,121900.0,My salary is dollarized,2,1,No,No,0.0,0,Never,No,11-50,Other industries,7,5
Male,27,Argentina,Ciudad Autónoma de Buenos Aires,9.0,2.0,2.0,0,University,Ongoing,Licenciatura en Sistemas de Información,UADE - Universidad Argentina De la Empresa,"Yes, they were paid by my employer",No,No,Data Scientist / Data Engineer,"Amazon Web Services, Docker, Google Cloud Platform/App Engine, Kubernetes","Python, R, SQL",None,"Apache Hive, Cassandra, ElasticSearch, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, PostgreSQL, ProxySQL, SQLite, Teradata",None,None,macOS,iOS,No,0.0,Percentage of my salary,Full-Time,130000.0,100000.0,,3,2,From one to three salaries,Two,51.0,7,Never,No,10001+,Software based product,10,10
Male,39,Argentina,Ciudad Autónoma de Buenos Aires,16.0,3.0,3.0,10,Postgraduate,Complete,Licenciatura en Sistemas de Información,"Universidad FASTA, Mar del Plata","Yes, they were paid by myself",No,No,Scrum Master,"Amazon Web Services, Firebase, Linux, Windows Server","Assembler, C, C++, Delphi, Java, SQL","Angular, Bootstrap, Flask, Hibernate, jQuery","Informix, Microsoft SQL Server, MongoDB, MySQL, Oracle","HP LoadRunner, JUnit, Postman, Selenium, SoapUI, Test Complete","NetBeans, Vi",Windows,iOS,No,0.0,Gross,Full-Time,120705.0,90620.0,,2,2,No,No,0.0,0,Never,No,201-500,Services / Software Consulting / Digital,7,7
Male,26,Argentina,Ciudad Autónoma de Buenos Aires,4.0,4.0,1.0,0,Terciary,Complete,Tecnicatura Superior en Programación,UNQ - Universidad Nacional de Quilmes,"Yes, they were paid by my employer",No,Yes,Developer,Linux,"HTML, Javascript, Python","Django, jQuery, Vue.js",MySQL,"Jest, pytest","PyCharm, Visual Studio Code",GNU/Linux,Android,No,0.0,Percentage of my salary,Full-Time,103000.0,83000.0,,4,4,No,No,0.0,0,Never,,11-50,Services / Software Consulting / Digital,10,10
Male,35,Argentina,Córdoba,10.0,1.0,1.0,3,University,Complete,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,"Yes, they were paid by myself",No,No,Technical Leader,"Docker, Linux",Python,Django,PostgreSQL,None,"PyCharm, Visual Studio Code",GNU/Linux,Android,No,0.0,Gross,Remote (company from another country),270000.0,270000.0,My salary is dollarized,3,3,No,No,0.0,0,Never,,1-10,Software based product,10,5
Female,22,Argentina,Ciudad Autónoma de Buenos Aires,1.0,0.0,1.0,0,University,Ongoing,Artes Electrónicas,UNTREF - Universidad Nacional de Tres de Febrero,"Yes, they were paid by myself",Yes,Yes,Developer,None,"Java, Kotlin",None,None,JUnit,Android Studio,macOS,iOS,No,0.0,Percentage of my salary,Full-Time,78292.77,64983.19,,3,4,One salary,One,15.0,2,In my current job,,10001+,Software based product,9,7
Male,33,Argentina,GBA,12.0,9.0,5.0,2,University,Complete,Diseño Gráfico,UBA - Universidad de Buenos Aires,"Yes, they were paid by my employer",No,No,UX,None,"CSS, HTML, Javascript","Bootstrap, jQuery",None,None,"Notepad++, Visual Studio Code",Windows,Android,"Yes, passive",0.0,Gross,Full-Time,78346.0,66098.0,,2,3,One salary,Two,10.0,4,Never,,10001+,Other industries,6,8
Male,33,Argentina,Ciudad Autónoma de Buenos Aires,13.0,13.0,2.0,15,University,Incomplete,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,"Yes, they were paid by myself, Yes, they were paid by my employer",No,No,Architect,"Azure, Docker, Kubernetes, Linux, OpenShift, VMWare, Windows Server",".NET, Bash/Shell, HTML, PHP, SQL",".NET Core, Angular, Bootstrap, CodeIgniter, Drupal","MariaDB, Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL",PHPUnit,"Nano, Notepad++, Vi, Vim",GNU/Linux,Android,"Yes, passive",0.0,Gross,Freelance,88000.0,88000.0,,2,1,No,One,10.0,4,In my current job,No,2001-5000,Other industries,5,7
Male,31,Argentina,Ciudad Autónoma de Buenos Aires,6.0,0.0,0.0,0,Terciary,Complete,Analista de Sistemas,ESBA - Escuela Superior Buenos Aires,"Yes, they were paid by myself, Yes, they were paid by my employer",No,Yes,Developer,"Amazon Web Services, Docker, Linux","PHP, SQL, TypeScript","Laravel, Node.js, Vue.js","Amazon RDS/Aurora, MySQL, Redis",None,Visual Studio Code,macOS,iOS,No,0.0,Percentage of my salary,Full-Time,87000.0,75000.0,,2,3,One salary,No,0.0,0,In a previous job,,11-50,Software based product,7,6
Male,40,Argentina,Provincia de Buenos Aires,30.0,22.0,22.0,0,Secondary,Incomplete,ninguno,no,"Yes, they were paid by myself",No,No,Tecnico,None,None,None,None,None,None,Windows,Android,No,0.0,Gross,Full-Time,22000.0,22000.0,,1,1,No,No,0.0,5,Never,No,1-10,Services / Software Consulting / Digital,8,9
