,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,suburb_count,CouncilArea_mode
1915,Doncaster,33 Thiele St,4,h,1396000.0,S,Barry,3/12/2016,13.9,3108.0,4.0,1.0,2.0,658.0,138.0,Manningham,-37.7827,145.1358,Grouped Eastern Metropolitan,9028.0,116,Manningham
1916,Doncaster,12 Murillo Ct,5,h,1535000.0,PI,Ray,4/03/2017,13.9,3108.0,5.0,3.0,2.0,681.0,137.37442942647843,Manningham,-37.7722,145.1309,Grouped Eastern Metropolitan,9028.0,116,Manningham
1917,Doncaster,2 Nola St,3,h,1125000.0,VB,hockingstuart,4/03/2017,13.9,3108.0,3.0,2.0,2.0,819.0,173.0,Manningham,-37.781,145.1036,Grouped Eastern Metropolitan,9028.0,116,Manningham
1918,Doncaster,8/3 Carnarvon St,3,u,700000.0,PI,Barry,4/06/2016,13.9,3108.0,3.0,2.0,2.0,0.0,119.0,Manningham,-37.7862,145.1235,Grouped Eastern Metropolitan,9028.0,116,Manningham
1919,Doncaster,1a Morris St,4,h,1152000.0,S,Jellis,6/08/2016,13.9,3108.0,4.0,2.0,2.0,336.0,176.0,Manningham,-37.794,145.1178,Grouped Eastern Metropolitan,9028.0,116,Manningham
1920,Doncaster,5 Arnold Gr,4,h,1868000.0,S,hockingstuart,7/05/2016,13.9,3108.0,3.0,2.0,2.0,925.0,218.0,Manningham,-37.7869,145.1183,Grouped Eastern Metropolitan,9028.0,116,Manningham
1921,Doncaster,72 Board St,3,h,920000.0,PI,Ray,7/05/2016,13.9,3108.0,4.0,3.0,3.0,655.0,137.37442942647843,Manningham,-37.7798,145.1319,Grouped Eastern Metropolitan,9028.0,116,Manningham
1922,Doncaster,22 Saxon St,4,h,1050000.0,PI,Barry,7/05/2016,13.9,3108.0,4.0,2.0,2.0,317.0,194.0,Manningham,-37.7815,145.1279,Grouped Eastern Metropolitan,9028.0,116,Manningham
1923,Doncaster,3/37 Highview Dr,3,u,910000.0,S,Barry,7/11/2016,13.9,3108.0,3.0,2.0,2.0,299.0,135.0,Manningham,-37.7929,145.1338,Grouped Eastern Metropolitan,9028.0,116,Manningham
1924,Doncaster,3 Maralee Pl,3,h,1850000.0,S,Jellis,7/11/2016,13.9,3108.0,3.0,1.0,2.0,1073.0,143.0,Manningham,-37.7772,145.1157,Grouped Eastern Metropolitan,9028.0,116,Manningham
1925,Doncaster,41 Pettys La,4,h,1225000.0,S,Ray,7/11/2016,13.9,3108.0,4.0,3.0,2.0,740.0,185.0,Manningham,-37.7912,145.1127,Grouped Eastern Metropolitan,9028.0,116,Manningham
1926,Doncaster,33 Somerville St,4,h,1316000.0,S,Jellis,7/11/2016,13.9,3108.0,4.0,2.0,2.0,716.0,155.0,Manningham,-37.778,145.1173,Grouped Eastern Metropolitan,9028.0,116,Manningham
1927,Doncaster,6/14 Firth St,2,u,400000.0,VB,Ross,8/10/2016,13.9,3108.0,2.0,1.0,2.0,0.0,137.37442942647843,Manningham,-37.7868,145.1223,Grouped Eastern Metropolitan,9028.0,116,Manningham
1928,Doncaster,36 Henry St,5,h,1400000.0,S,Jellis,8/10/2016,13.9,3108.0,5.0,3.0,2.0,656.0,320.0,Manningham,-37.7752,145.1317,Grouped Eastern Metropolitan,9028.0,116,Manningham
1929,Doncaster,49 Burgundy Dr,5,h,2168000.0,S,Barry,10/09/2016,13.9,3108.0,5.0,5.0,2.0,669.0,395.0,Manningham,-37.7808,145.1185,Grouped Eastern Metropolitan,9028.0,116,Manningham
1930,Doncaster,35 Bordeaux St,4,h,1430000.0,S,Jellis,10/12/2016,13.9,3108.0,4.0,2.0,2.0,655.0,170.0,Manningham,-37.782,145.1194,Grouped Eastern Metropolitan,9028.0,116,Manningham
1931,Doncaster,4 Colston Cl,4,h,1250000.0,PI,Barry,10/12/2016,13.9,3108.0,4.0,2.0,2.0,780.0,137.37442942647843,Manningham,-37.7955,145.139,Grouped Eastern Metropolitan,9028.0,116,Manningham
1932,Doncaster,5/333 George St,3,u,772000.0,S,Barry,10/12/2016,13.9,3108.0,3.0,2.0,1.0,203.0,109.0,Manningham,-37.7776,145.1267,Grouped Eastern Metropolitan,9028.0,116,Manningham
1933,Doncaster,1 Graeme Cl,4,h,2000000.0,S,Barry,10/12/2016,13.9,3108.0,4.0,3.0,2.0,507.0,137.37442942647843,Manningham,-37.7738,145.1308,Grouped Eastern Metropolitan,9028.0,116,Manningham
1934,Doncaster,10 Hampshire Rd,3,h,1300000.0,S,Barry,11/03/2017,13.9,3108.0,3.0,1.0,2.0,657.0,137.37442942647843,Manningham,-37.7946,145.1375,Grouped Eastern Metropolitan,9028.0,116,Manningham
1935,Doncaster,28 Dunoon St,4,h,1468000.0,S,Ray,12/11/2016,13.9,3108.0,4.0,2.0,2.0,806.0,170.0,Manningham,-37.7939,145.1392,Grouped Eastern Metropolitan,9028.0,116,Manningham
1936,Doncaster,9 Gilmore Rd,3,h,1275000.0,PI,Barry,12/11/2016,13.9,3108.0,3.0,1.0,1.0,720.0,137.37442942647843,Manningham,-37.79,145.1309,Grouped Eastern Metropolitan,9028.0,116,Manningham
1937,Doncaster,2 Ibis St,4,h,1200000.0,S,ASL,12/11/2016,13.9,3108.0,4.0,1.0,2.0,657.0,137.37442942647843,Manningham,-37.7856,145.1374,Grouped Eastern Metropolitan,9028.0,116,Manningham
1938,Doncaster,3/36 Westfield Dr,3,u,655000.0,SP,Jellis,12/11/2016,13.9,3108.0,3.0,2.0,2.0,0.0,137.37442942647843,Manningham,-37.7826,145.1274,Grouped Eastern Metropolitan,9028.0,116,Manningham
1939,Doncaster,41 Highview Dr,3,h,1310000.0,S,Darren,13/08/2016,13.9,3108.0,3.0,1.0,2.0,1157.0,137.37442942647843,Manningham,-37.7934,145.1336,Grouped Eastern Metropolitan,9028.0,116,Manningham
1940,Doncaster,1/10 Madeleine St,4,u,753000.0,S,Barry,13/08/2016,13.9,3108.0,3.0,1.0,1.0,241.0,105.0,Manningham,-37.7743,145.1093,Grouped Eastern Metropolitan,9028.0,116,Manningham
1941,Doncaster,170 Ayr St,4,h,1250000.0,SP,Fletchers,14/05/2016,13.9,3108.0,4.0,2.0,3.0,767.0,137.37442942647843,Manningham,-37.7735,145.1044,Grouped Eastern Metropolitan,9028.0,116,Manningham
1942,Doncaster,768 Elgar Rd,2,h,1140000.0,S,Barry,14/05/2016,13.9,3108.0,3.0,1.0,1.0,679.0,137.37442942647843,Manningham,-37.7915,145.1224,Grouped Eastern Metropolitan,9028.0,116,Manningham
1943,Doncaster,41 Burgundy Dr,3,h,1180000.0,S,Barry,15/10/2016,13.9,3108.0,3.0,1.0,2.0,657.0,137.37442942647843,Manningham,-37.7807,145.1193,Grouped Eastern Metropolitan,9028.0,116,Manningham
1944,Doncaster,18c High St,3,t,746000.0,S,hockingstuart,15/10/2016,13.9,3108.0,3.0,2.0,2.0,118.0,106.0,Manningham,-37.7863,145.106,Grouped Eastern Metropolitan,9028.0,116,Manningham
1945,Doncaster,19 Gilmore Rd,3,h,1485000.0,S,Barry,16/04/2016,13.9,3108.0,3.0,2.0,2.0,731.0,140.0,Manningham,-37.7892,145.131,Grouped Eastern Metropolitan,9028.0,116,Manningham
1946,Doncaster,22 Menarra St,3,h,1190000.0,S,Ray,16/04/2016,13.9,3108.0,3.0,1.0,1.0,658.0,140.0,Manningham,-37.7816,145.1066,Grouped Eastern Metropolitan,9028.0,116,Manningham
1947,Doncaster,31 Massey St,3,h,900000.0,PI,Ray,16/07/2016,13.9,3108.0,2.0,2.0,2.0,366.0,150.0,Manningham,-37.792,145.1077,Grouped Eastern Metropolitan,9028.0,116,Manningham
1948,Doncaster,4 Benton Ct,3,h,1250000.0,PI,Jellis,17/09/2016,13.9,3108.0,3.0,2.0,1.0,728.0,150.0,Manningham,-37.7813,145.1318,Grouped Eastern Metropolitan,9028.0,116,Manningham
1949,Doncaster,2 Louise Ct,3,h,1030000.0,S,Ray,17/09/2016,13.9,3108.0,3.0,1.0,1.0,827.0,100.0,Manningham,-37.7848,145.1029,Grouped Eastern Metropolitan,9028.0,116,Manningham
1950,Doncaster,4/98 Church Rd,4,t,985000.0,S,Fletchers,18/03/2017,13.9,3108.0,4.0,2.0,2.0,182.0,160.0,Manningham,-37.7888,145.138,Grouped Eastern Metropolitan,9028.0,116,Manningham
1951,Doncaster,15 Glenda St,3,h,1300000.0,S,Jellis,18/03/2017,13.9,3108.0,3.0,1.0,2.0,651.0,119.0,Manningham,-37.7827,145.1051,Grouped Eastern Metropolitan,9028.0,116,Manningham
1952,Doncaster,1/1 Paul St,2,u,522500.0,S,Noel,18/06/2016,13.9,3108.0,2.0,1.0,1.0,145.0,137.37442942647843,Manningham,-37.7874,145.1043,Grouped Eastern Metropolitan,9028.0,116,Manningham
1953,Doncaster,6 Santiago St,5,h,1510000.0,PI,Barry,18/06/2016,13.9,3108.0,4.0,2.0,2.0,659.0,137.37442942647843,Manningham,-37.7903,145.1107,Grouped Eastern Metropolitan,9028.0,116,Manningham
1954,Doncaster,42 Studley Ct,4,h,1460000.0,SP,Parkes,18/06/2016,13.9,3108.0,4.0,2.0,2.0,840.0,137.37442942647843,Manningham,-37.78,145.1145,Grouped Eastern Metropolitan,9028.0,116,Manningham
1955,Doncaster,30 Winbrook Ct,3,h,958000.0,S,Parkes,18/06/2016,13.9,3108.0,3.0,2.0,2.0,0.0,137.37442942647843,Manningham,-37.7814,145.1273,Grouped Eastern Metropolitan,9028.0,116,Manningham
1956,Doncaster,46 Winston Dr,4,h,1462500.0,S,Philip,18/06/2016,13.9,3108.0,4.0,3.0,2.0,654.0,160.0,Manningham,-37.7795,145.1294,Grouped Eastern Metropolitan,9028.0,116,Manningham
1957,Doncaster,35 Bellara St,3,h,1430000.0,S,Barry,19/11/2016,13.9,3108.0,3.0,1.0,2.0,811.0,137.37442942647843,Manningham,-37.7927,145.1386,Grouped Eastern Metropolitan,9028.0,116,Manningham
1958,Doncaster,33 Finlayson St,4,t,1350000.0,PI,Barry,19/11/2016,13.9,3108.0,4.0,3.0,2.0,711.0,137.37442942647843,Manningham,-37.7887,145.1086,Grouped Eastern Metropolitan,9028.0,116,Manningham
1959,Doncaster,24 Outlook Dr,3,h,1250000.0,PI,Fletchers,19/11/2016,13.9,3108.0,3.0,2.0,2.0,900.0,195.0,Manningham,-37.7902,145.1344,Grouped Eastern Metropolitan,9028.0,116,Manningham
1960,Doncaster,7 Reddan Ct,4,h,1460800.0,SP,Jellis,19/11/2016,13.9,3108.0,4.0,3.0,2.0,654.0,305.0,Manningham,-37.7856,145.1088,Grouped Eastern Metropolitan,9028.0,116,Manningham
1961,Doncaster,18 Roseland Gr,3,h,1152500.0,S,Barry,19/11/2016,13.9,3108.0,3.0,2.0,2.0,648.0,129.0,Manningham,-37.7798,145.1368,Grouped Eastern Metropolitan,9028.0,116,Manningham
1962,Doncaster,5 Iskandar Pl,5,h,1650000.0,VB,Jellis,22/05/2016,13.9,3108.0,5.0,4.0,2.0,500.0,429.0,Manningham,-37.7863,145.1105,Grouped Eastern Metropolitan,9028.0,116,Manningham
1963,Doncaster,9 Ernst St,3,h,1474000.0,S,Barry,22/08/2016,13.9,3108.0,4.0,2.0,2.0,753.0,137.37442942647843,Manningham,-37.7753,145.1114,Grouped Eastern Metropolitan,9028.0,116,Manningham
1964,Doncaster,3/6 Hepburn Rd,3,u,800000.0,PI,Barry,22/08/2016,13.9,3108.0,3.0,2.0,2.0,267.0,137.37442942647843,Manningham,-37.7882,145.1315,Grouped Eastern Metropolitan,9028.0,116,Manningham
1965,Doncaster,741 Elgar Rd,3,h,1391000.0,S,Ray,23/04/2016,13.9,3108.0,3.0,1.0,1.0,764.0,175.0,Manningham,-37.7934,145.1207,Grouped Eastern Metropolitan,9028.0,116,Manningham
1966,Doncaster,4/20 Wetherby Rd,2,u,452000.0,S,Parkes,23/04/2016,13.9,3108.0,2.0,1.0,1.0,67.0,68.0,Manningham,-37.7887,145.1436,Grouped Eastern Metropolitan,9028.0,116,Manningham
1967,Doncaster,5 Warren St,5,h,1322000.0,S,Jellis,24/09/2016,13.9,3108.0,5.0,1.0,0.0,729.0,137.37442942647843,Manningham,-37.7932,145.1123,Grouped Eastern Metropolitan,9028.0,116,Manningham
1968,Doncaster,3/103 Church Rd,3,t,1102200.0,SP,Jellis,25/02/2017,13.9,3108.0,3.0,2.0,2.0,233.0,175.0,Manningham,-37.7881,145.1371,Grouped Eastern Metropolitan,9028.0,116,Manningham
1969,Doncaster,378 Manningham Rd,4,h,1401000.0,S,RW,25/02/2017,13.9,3108.0,4.0,3.0,2.0,650.0,261.0,Manningham,-37.7785,145.1212,Grouped Eastern Metropolitan,9028.0,116,Manningham
1970,Doncaster,5 Robin Ct,4,h,1782000.0,S,Barry,25/02/2017,13.9,3108.0,4.0,3.0,3.0,586.0,306.0,Manningham,-37.7739,145.1287,Grouped Eastern Metropolitan,9028.0,116,Manningham
1971,Doncaster,1/21 Nola St,3,u,735000.0,S,Ray,26/07/2016,13.9,3108.0,3.0,1.0,1.0,302.0,137.37442942647843,Manningham,-37.7809,145.1061,Grouped Eastern Metropolitan,9028.0,116,Manningham
1972,Doncaster,12 Norfolk Cct,4,h,1520000.0,S,Barry,26/07/2016,13.9,3108.0,4.0,3.0,2.0,657.0,275.0,Manningham,-37.7954,145.1379,Grouped Eastern Metropolitan,9028.0,116,Manningham
1973,Doncaster,4 Bellara St,3,h,990000.0,S,Barry,27/06/2016,13.9,3108.0,2.0,1.0,1.0,746.0,137.37442942647843,Manningham,-37.7933,145.1417,Grouped Eastern Metropolitan,9028.0,116,Manningham
1974,Doncaster,16 Katrina St,3,h,1020000.0,PI,hockingstuart,27/06/2016,13.9,3108.0,3.0,1.0,2.0,725.0,137.37442942647843,Manningham,-37.7945,145.1172,Grouped Eastern Metropolitan,9028.0,116,Manningham
1975,Doncaster,13b Outlook Dr,3,h,878000.0,S,Barry,27/06/2016,13.9,3108.0,3.0,2.0,2.0,0.0,163.0,Manningham,-37.7901,145.1341,Grouped Eastern Metropolitan,9028.0,116,Manningham
1976,Doncaster,3/11 Frank St,4,t,973500.0,S,Ray,27/11/2016,13.9,3108.0,4.0,2.0,2.0,234.0,160.0,Manningham,-37.7932,145.1275,Grouped Eastern Metropolitan,9028.0,116,Manningham
1977,Doncaster,183a High St,3,u,751800.0,SP,Jellis,27/11/2016,13.9,3108.0,3.0,1.0,2.0,109.0,120.0,Manningham,-37.7749,145.1138,Grouped Eastern Metropolitan,9028.0,116,Manningham
1978,Doncaster,8 Howard Ct,3,h,1100000.0,VB,Vic,27/11/2016,13.9,3108.0,3.0,2.0,2.0,771.0,169.0,Manningham,-37.7765,145.11700000000005,Grouped Eastern Metropolitan,9028.0,116,Manningham
1979,Doncaster,394 Manningham Rd,3,h,1202000.0,S,Barry,27/11/2016,13.9,3108.0,3.0,2.0,2.0,649.0,150.0,Manningham,-37.7794,145.1224,Grouped Eastern Metropolitan,9028.0,116,Manningham
1980,Doncaster,25 Outlook Dr,3,h,1362000.0,S,Philip,27/11/2016,13.9,3108.0,3.0,1.0,2.0,798.0,132.0,Manningham,-37.7894,145.1333,Grouped Eastern Metropolitan,9028.0,116,Manningham
1981,Doncaster,7 Botanic Dr,4,h,1810000.0,S,Jellis,28/05/2016,13.9,3108.0,4.0,2.0,4.0,769.0,240.0,Manningham,-37.7781,145.1337,Grouped Eastern Metropolitan,9028.0,116,Manningham
1982,Doncaster,34 Ayr St,3,h,826000.0,S,Assisi,28/08/2016,13.9,3108.0,3.0,1.0,4.0,192.0,278.0,Manningham,-37.7837,145.1027,Grouped Eastern Metropolitan,9028.0,116,Manningham
1983,Doncaster,1 Crawford Rd,3,h,900000.0,S,Barry,28/08/2016,13.9,3108.0,4.0,3.0,2.0,385.0,137.37442942647843,Manningham,-37.7774,145.1205,Grouped Eastern Metropolitan,9028.0,116,Manningham
1984,Doncaster,2 Eildon St,3,t,888000.0,S,Jellis,28/08/2016,13.9,3108.0,3.0,2.0,1.0,192.0,137.37442942647843,Manningham,-37.7942,145.1256,Grouped Eastern Metropolitan,9028.0,116,Manningham
1985,Elsternwick,30 Ross St,2,h,900000.0,VB,Gary,3/09/2016,8.5,3185.0,2.0,1.0,2.0,239.0,110.0,Glen Eira,-37.8845,144.999,Southern Metropolitan,4898.0,59,Glen Eira
1986,Elsternwick,393 Kooyong Rd,3,h,1625000.0,S,Biggin,3/12/2016,8.5,3185.0,3.0,2.0,2.0,447.0,181.0,Glen Eira,-37.8912,145.0138,Southern Metropolitan,4898.0,59,Glen Eira
1987,Elsternwick,4 Meaney St,2,h,906000.0,S,Purplebricks,3/12/2016,8.5,3185.0,2.0,1.0,1.0,221.0,137.37442942647843,Glen Eira,-37.8829,145.0129,Southern Metropolitan,4898.0,59,Glen Eira
1988,Elsternwick,8 Ross St,4,h,1100000.0,VB,hockingstuart,3/12/2016,8.5,3185.0,4.0,2.0,0.0,147.0,159.0,Glen Eira,-37.8852,144.9997,Southern Metropolitan,4898.0,59,Glen Eira
1989,Elsternwick,52a Trevelyan St,2,u,930000.0,S,hockingstuart,4/06/2016,8.5,3185.0,2.0,1.0,1.0,295.0,137.37442942647843,Glen Eira,-37.8904,145.013,Southern Metropolitan,4898.0,59,Glen Eira
1990,Elsternwick,4 Buxton St,3,h,1755000.0,S,Gary,7/05/2016,8.5,3185.0,3.0,2.0,1.0,391.0,173.0,Glen Eira,-37.8885,145.0133,Southern Metropolitan,4898.0,59,Glen Eira
1991,Elsternwick,44 Hartington St,4,h,1400000.0,SP,Biggin,7/05/2016,8.5,3185.0,4.0,1.0,1.0,489.0,150.0,Glen Eira,-37.8916,145.0123,Southern Metropolitan,4898.0,59,Glen Eira
1992,Elsternwick,1/34 Clarence St,3,u,1240000.0,S,Hodges,7/11/2016,8.5,3185.0,3.0,2.0,2.0,319.0,123.0,Glen Eira,-37.8922,145.0112,Southern Metropolitan,4898.0,59,Glen Eira
1993,Elsternwick,1/20 College St,2,u,700000.0,S,Biggin,7/11/2016,8.5,3185.0,2.0,1.0,2.0,99.0,92.0,Glen Eira,-37.8951,145.0085,Southern Metropolitan,4898.0,59,Glen Eira
1994,Elsternwick,4/585 Glen Huntly Rd,2,u,591000.0,S,Buxton,10/12/2016,8.5,3185.0,2.0,1.0,1.0,815.0,62.0,Glen Eira,-37.8857,145.0136,Southern Metropolitan,4898.0,59,Glen Eira
1995,Elsternwick,14/18 King St,2,u,537000.0,S,Biggin,10/12/2016,8.5,3185.0,2.0,1.0,1.0,0.0,79.0,Glen Eira,-37.8838,145.0095,Southern Metropolitan,4898.0,59,Glen Eira
1996,Elsternwick,14 Prentice St,3,h,1805000.0,PI,Biggin,10/12/2016,8.5,3185.0,3.0,2.0,1.0,347.0,137.37442942647843,Glen Eira,-37.8833,145.0118,Southern Metropolitan,4898.0,59,Glen Eira
1997,Elsternwick,3/26 Ross St,3,h,800000.0,VB,Hodges,10/12/2016,8.5,3185.0,3.0,2.0,2.0,331.0,112.0,Glen Eira,-37.8847,144.9992,Southern Metropolitan,4898.0,59,Glen Eira
1998,Elsternwick,12 Rusden St,3,h,965000.0,PI,Biggin,10/12/2016,8.5,3185.0,3.0,1.0,2.0,275.0,119.0,Glen Eira,-37.8859,144.9994,Southern Metropolitan,4898.0,59,Glen Eira
1999,Elsternwick,2/21 Gisborne St,2,h,1160000.0,SP,Chisholm,12/11/2016,8.5,3185.0,2.0,2.0,2.0,155.0,137.0,Glen Eira,-37.8887,145.0046,Southern Metropolitan,4898.0,59,Glen Eira
2000,Elsternwick,11/39 Horne St,3,t,820000.0,VB,McGrath,12/11/2016,8.5,3185.0,3.0,2.0,2.0,108.0,3.0,Glen Eira,-37.8858,145.0012,Southern Metropolitan,4898.0,59,Glen Eira
2001,Elsternwick,17 Staniland Gr,4,h,2600000.0,S,Biggin,13/08/2016,8.5,3185.0,4.0,2.0,2.0,527.0,184.0,Glen Eira,-37.883,145.0043,Southern Metropolitan,4898.0,59,Glen Eira
2002,Elsternwick,78a Allison Rd,2,h,900000.0,VB,Gary,15/10/2016,8.5,3185.0,2.0,1.0,1.0,198.0,137.37442942647843,Glen Eira,-37.8824,145.0133,Southern Metropolitan,4898.0,59,Glen Eira
2003,Elsternwick,5 Baxter St,3,h,1390000.0,PI,Biggin,15/10/2016,8.5,3185.0,3.0,1.0,2.0,463.0,102.0,Glen Eira,-37.8879,145.0134,Southern Metropolitan,4898.0,59,Glen Eira
2004,Elsternwick,3/477 Kooyong Rd,3,t,1071000.0,S,Biggin,16/04/2016,8.5,3185.0,3.0,2.0,2.0,179.0,125.0,Glen Eira,-37.8961,145.0125,Southern Metropolitan,4898.0,59,Glen Eira
2005,Elsternwick,21 Liscard St,3,h,1800000.0,S,Biggin,16/04/2016,8.5,3185.0,3.0,2.0,2.0,492.0,181.0,Glen Eira,-37.8789,145.0048,Southern Metropolitan,4898.0,59,Glen Eira
2006,Elsternwick,2 Park St,3,h,2345000.0,S,Biggin,16/04/2016,8.5,3185.0,3.0,2.0,1.0,419.0,204.0,Glen Eira,-37.8817,145.0126,Southern Metropolitan,4898.0,59,Glen Eira
2007,Elsternwick,5/16 St Georges Rd,2,u,741000.0,S,Biggin,16/04/2016,8.5,3185.0,3.0,1.0,1.0,0.0,1561.0,Glen Eira,-37.8829,145.0033,Southern Metropolitan,4898.0,59,Glen Eira
2008,Elsternwick,12/66 Riddell Pde,2,u,626000.0,S,Gary,17/09/2016,8.5,3185.0,2.0,1.0,1.0,1764.0,100.0,Glen Eira,-37.8889,145.0043,Southern Metropolitan,4898.0,59,Glen Eira
2009,Elsternwick,1 Bent St,3,h,2160000.0,S,Biggin,18/03/2017,8.5,3185.0,3.0,1.0,1.0,590.0,185.0,Glen Eira,-37.8807,145.0005,Southern Metropolitan,4898.0,59,Glen Eira
2010,Elsternwick,25 Prentice St,3,h,1500000.0,VB,Biggin,18/03/2017,8.5,3185.0,3.0,2.0,0.0,195.0,137.37442942647843,Glen Eira,-37.8831,145.0127,Southern Metropolitan,4898.0,59,Glen Eira
2011,Elsternwick,9 Ripon Gr,4,h,1650000.0,PI,Biggin,18/06/2016,8.5,3185.0,1.0,3.0,2.0,386.0,185.0,Glen Eira,-37.883,144.999,Southern Metropolitan,4898.0,59,Glen Eira
2012,Elsternwick,17/39 Horne St,3,t,850000.0,PI,Scott,19/11/2016,8.5,3185.0,3.0,2.0,2.0,108.0,142.0,Glen Eira,-37.8861,145.0014,Southern Metropolitan,4898.0,59,Glen Eira
2013,Elsternwick,87 Orrong Rd,3,h,1750000.0,VB,Buxton,19/11/2016,8.5,3185.0,3.0,2.0,2.0,517.0,207.0,Glen Eira,-37.8813,145.0063,Southern Metropolitan,4898.0,59,Glen Eira
2014,Elsternwick,31 Prentice St,3,h,1450000.0,S,Biggin,19/11/2016,8.5,3185.0,3.0,1.0,2.0,351.0,108.0,Glen Eira,-37.8832,145.0133,Southern Metropolitan,4898.0,59,Glen Eira
2015,Elsternwick,1/28 Clarence St,3,u,782000.0,S,Gary,22/05/2016,8.5,3185.0,3.0,1.0,1.0,0.0,95.0,Glen Eira,-37.8921,145.0106,Southern Metropolitan,4898.0,59,Glen Eira
2016,Elsternwick,5/39 Horne St,4,h,1007000.0,S,Pride,22/05/2016,8.5,3185.0,4.0,2.0,2.0,125.0,200.0,Glen Eira,-37.8855,145.001,Southern Metropolitan,4898.0,59,Glen Eira
2017,Elsternwick,3 Clarence St,4,h,1450000.0,PI,Biggin,22/08/2016,8.5,3185.0,4.0,2.0,2.0,376.0,192.0,Glen Eira,-37.892,145.00799999999995,Southern Metropolitan,4898.0,59,Glen Eira
2018,Elsternwick,37/2 Gordon St,2,u,500000.0,S,Gary,22/08/2016,8.5,3185.0,1.0,1.0,1.0,0.0,59.0,Glen Eira,-37.8822,144.9994,Southern Metropolitan,4898.0,59,Glen Eira
2019,Elsternwick,53 Shoobra Rd,4,h,2600000.0,SP,Biggin,22/08/2016,8.5,3185.0,5.0,3.0,2.0,701.0,273.0,Glen Eira,-37.8897,145.00799999999995,Southern Metropolitan,4898.0,59,Glen Eira
2020,Elsternwick,22 Ross St,2,h,895000.0,S,Owen,23/04/2016,8.5,3185.0,2.0,1.0,1.0,147.0,81.0,Glen Eira,-37.8849,144.9993,Southern Metropolitan,4898.0,59,Glen Eira
2021,Elsternwick,5/33 Nepean Hwy,2,t,751000.0,S,McGrath,24/09/2016,8.5,3185.0,2.0,2.0,1.0,0.0,137.37442942647843,Glen Eira,-37.8868,145.0,Southern Metropolitan,4898.0,59,Glen Eira
2022,Elsternwick,22 Carlingford St,4,h,2050000.0,PI,Biggin,27/06/2016,8.5,3185.0,3.0,3.0,2.0,420.0,270.0,Glen Eira,-37.8891,145.0102,Southern Metropolitan,4898.0,59,Glen Eira
2023,Elsternwick,275 Kooyong Rd,3,h,1605000.0,S,Biggin,27/11/2016,8.5,3185.0,3.0,1.0,1.0,418.0,152.0,Glen Eira,-37.8831,145.0153,Southern Metropolitan,4898.0,59,Glen Eira
2024,Elsternwick,5/29 Nepean Hwy,2,u,410000.0,VB,Gary,28/05/2016,8.5,3185.0,0.0,0.0,0.0,0.0,137.37442942647843,Glen Eira,-37.8863,144.9996,Southern Metropolitan,4898.0,59,Glen Eira
2025,Elsternwick,8/66 Riddell Pde,2,u,577000.0,S,Hodges,28/05/2016,8.5,3185.0,2.0,1.0,0.0,0.0,137.37442942647843,Glen Eira,-37.8889,145.0043,Southern Metropolitan,4898.0,59,Glen Eira
2026,Elwood,8/44 Southey St,1,u,520000.0,S,Chisholm,3/09/2016,7.7,3184.0,1.0,1.0,1.0,0.0,51.0,Port Phillip,-37.8761,144.9871,Southern Metropolitan,8989.0,129,Port Phillip
2027,Elwood,1/10 Wilton Gr,3,t,1350000.0,S,hockingstuart,3/09/2016,7.7,3184.0,3.0,2.0,2.0,1170.0,137.37442942647843,Port Phillip,-37.8831,144.9801,Southern Metropolitan,8989.0,129,Port Phillip
2028,Elwood,9/400 Barkly St,1,u,392500.0,SP,Biggin,3/12/2016,7.7,3184.0,1.0,1.0,0.0,0.0,137.37442942647843,Port Phillip,-37.882,144.9785,Southern Metropolitan,8989.0,129,Port Phillip
2029,Elwood,2/131 Brighton Rd,2,u,507000.0,S,Morleys,3/12/2016,7.7,3184.0,2.0,1.0,1.0,0.0,79.0,Port Phillip,-37.8752,144.9911,Southern Metropolitan,8989.0,129,Port Phillip
2030,Elwood,6/217 Brighton Rd,2,u,525000.0,S,Wilson,3/12/2016,7.7,3184.0,2.0,1.0,1.0,553.0,83.0,Port Phillip,-37.8802,144.9942,Southern Metropolitan,8989.0,129,Port Phillip
2031,Elwood,31 Goldsmith St,3,h,2116000.0,S,Chisholm,3/12/2016,7.7,3184.0,3.0,1.0,2.0,463.0,137.37442942647843,Port Phillip,-37.8787,144.985,Southern Metropolitan,8989.0,129,Port Phillip
2032,Elwood,4/6 May St,2,u,750000.0,S,Gary,3/12/2016,7.7,3184.0,2.0,1.0,1.0,0.0,71.0,Port Phillip,-37.8791,144.9923,Southern Metropolitan,8989.0,129,Port Phillip
2033,Elwood,10/125 Ormond Rd,1,u,510000.0,S,Chisholm,3/12/2016,7.7,3184.0,1.0,1.0,1.0,0.0,60.0,Port Phillip,-37.8857,144.9884,Southern Metropolitan,8989.0,129,Port Phillip
2034,Elwood,6/14 Shelley St,2,u,599999.0,S,Chisholm,3/12/2016,7.7,3184.0,2.0,1.0,0.0,0.0,137.37442942647843,Port Phillip,-37.8808,144.9847,Southern Metropolitan,8989.0,129,Port Phillip
